Tag,AGORA Model Name,TaxTree/NCIB ID,OpACIN-fDNA-001,OpACIN-fDNA-002,OpACIN-fDNA-003,OpACIN-fDNA-004,OpACIN-fDNA-005,OpACIN-fDNA-006,OpACIN-fDNA-007,OpACIN-fDNA-008,OpACIN-fDNA-009,OpACIN-fDNA-010,OpACIN-fDNA-011,OpACIN-fDNA-012,OpACIN-fDNA-013,OpACIN-fDNA-014,OpACIN-fDNA-015,OpACIN-fDNA-016,OpACIN-fDNA-017,OpACIN-fDNA-018,OpACIN-fDNA-019,OpACIN-fDNA-020,OpACIN-fDNA-021,OpACIN-fDNA-022,OpACIN-fDNA-023,OpACIN-fDNA-024,OpACIN-fDNA-025,OpACIN-fDNA-026,OpACIN-fDNA-027,OpACIN-fDNA-028,OpACIN-fDNA-029,OpACIN-fDNA-030,OpACIN-fDNA-031,OpACIN-fDNA-032,OpACIN-fDNA-033,OpACIN-fDNA-034,OpACIN-fDNA-035,OpACIN-fDNA-037,OpACIN-fDNA-038,OpACIN-fDNA-039,PAUS-base16567,PAUS-base20807,PAUS-base27704,PAUS-base34671,PAUS-base35603,PAUS-base36885,PAUS-base38798,PAUS-base44051,PAUS-base48040,PAUS-base48446,PAUS-base49317,PAUS-base49623,PAUS-base50750,PAUS-base51030,PAUS-base51377,PAUS-base51517,PAUS-base51558,PAUS-base51584,PAUS-base51679,PAUS-base51771,PAUS-base51823,PAUS-base51884,PAUS-base51887,PAUS-base51902,PAUS-base52021,PAUS-base52436,PAUS-base52513,PAUS-base52521,PAUS-base52534,PAUS-base52550,PAUS-base52579,PAUS-base52729,PAUS-base52757,PradoNKIbase106,PradoNKIbase107,PradoNKIbase108,PradoNKIbase109,PradoNKIbase110,PradoNKIbase112,PradoNKIbase113,PradoNKIbase114,PradoNKIbase115,PradoNKIbase116,PradoNKIbase117,PradoNKIbase118,PradoNKIbase119,PradoNKIbase120,PradoNKIbase121,PradoNKIbase122,PradoNKIbase123,PradoNKIbase124,PradoNKIbase125,PradoNKIbase128,PradoNKIbase129,PradoNKIbase130,PradoNKIbase131,PradoNKIbase132,PradoNKIbase134,PradoNKIbase135,PradoNKIbase136,PradoNKIbase137,PradoNKIbase139,PradoNKIbase140,PradoNKIbase142,PradoNKIbase143
_methylpentosum_5,Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,0,0.0101,0,0,0,0,0,0,0,0,0,0.1053,0.0151,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635,0,0,0.1125,0,0,0,0,0,0,0.0091,0,0,0.0707,0,0,0,0,0,0.0032,0,0,0,0.0254,0,0,0.0428,0,0,0,0,0,0,0,0,0.1016,0,0.0214,0.0363,0,0,0.0005,0,0,0.0641,0,0.0603,0.0156,0.1086,0.0423,0,0,0,0.0186,0.011,0,0,0.0093,0.0069,0.0096,0.0755,0.0004,0,0,0
Amedibacillus_dolichus_DSM_3991_0,Eubacterium_dolichum_DSM_3991,Amedibacillus dolichus DSM 3991,0,0,0.0655,0,0,0,0.0052,0,0,0,0,0,0,0.0655,0,0,0,0,0,0,0,0.0499,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0.0084,0,0,0,0,0,0,0,0,0,0.1033,0,0,0,0.0516,0.0345,0.0011,0,0,0,0,0,0,0,0,0,0.1058,0.0001,0,0,0.0775,0,0,0,0.0354,0,0.1227,0,0.0414,0.0387,0,0,0.0001,0.0367,0,0
Lachnospira_multipara_ATCC_19207_0,Lachnospira_multipara_ATCC_19207,Lachnospira multipara ATCC 19207,0.0048,0.0009,0,0.0105,0.0018,0.0167,0.0108,0.0091,0,0.0127,0,0.0369,0.0165,0.022,0.008,0.0074,0.0061,0.0004,0,0,0,0.0055,0.0029,0.0035,0.0028,0.0049,0.006,0,0.0058,0,0.0057,0.0019,0,0.0058,0.008,0.0024,0.0097,0.0065,0.0122,0,0,0.0049,0,0.0232,0.006,0.0141,0,0.0014,0,0,0.0011,0.0038,0,0,0.0225,0,0.0151,0.0142,0.0071,0,0.0059,0.018,0.0292,0.0108,0.0126,0.0029,0.0144,0,0.0143,0.0265,0.0108,0.0117,0.0096,0.0138,0.0117,0.0075,0.0072,0.0132,0.0089,0.0084,0.0102,0.0031,0.0117,0.0175,0.0272,0.0052,0.0076,0.0119,0.0167,0.0133,0.0231,0.031,0.0107,0.0103,0.0232,0.0209,0.0052,0.0171,0.0118,0.047,0.0069,0.0075,0.0206
Streptococcus_cristatus_ATCC_51100_0,Streptococcus_cristatus_ATCC_51100,Streptococcus cristatus ATCC 51100,0.0063,0.0047,0.0123,0,0.0267,0.0476,0.0107,0.0056,0.1069,0.0249,0.0002,0.0064,0.0028,0.0713,0.0012,0.0021,0.0055,0.0046,0.0036,0.0011,0.0003,0.0003,0.0194,0.0267,0.0012,0.0004,0.0927,0.0006,0.0019,0.0015,0.0002,0.0385,0.0019,0.0004,0.0026,0.0005,0.0015,0.0021,0,0.0005,0.0284,0,0.0056,0,0.006,0.0013,0.0023,0.0006,0.0021,0.01,0.0002,0.0005,0.0012,0.001,0,0.0013,0.0005,0.0007,0.0035,0.0031,0.0005,0.001,0.0002,0,0.0005,0.0053,0.0275,0.0071,0.0047,0.0004,0.0014,0.0012,0.0039,0.0097,0.0002,0.0037,0.0023,0.0002,0.0094,0,0.0145,0,0.0002,0.0007,0.0158,0.0018,0.0005,0.003,0.0085,0.0141,0.0189,0.0053,0.0028,0.0044,0.0188,0.0102,0.0761,0.0011,0.0008,0.0681,0,0,0.0002
Bacteroides_fluxus_YIT_12057_0,Bacteroides_fluxus_YIT_12057,Bacteroides fluxus YIT 12057,0.0082,0.0008,0.003,0.0243,0.0034,0.0026,0.0124,0.0031,0,0,0.064,0.0026,0,0.0605,0.0008,0.0112,0.0061,0.0665,0.0088,0.0638,0.0024,0.0067,0.0016,0.0224,0.0122,0.0137,0.0109,0.1614,0.0016,0.0081,0,0.0058,0.013,0.0127,0.0208,0.0211,0.0263,0.0084,0.0028,0,0.0098,0,0,0.0129,0.0052,0.0099,0,0,0.0073,0.0023,0.0132,0.0072,0.0033,0.009,0.0065,0,0.0118,0,0.067,0,0.0058,0.0009,0.0074,0.0084,0.0046,0.0043,0,0.0359,0.0067,0.0132,0.0024,0.001,0.0005,0,0.001,0.0023,0,0.0013,0.0018,0.0008,0.0545,0.0033,0,0,0.0113,0.0185,0.0102,0.0029,0.0025,0,0.001,0,0.0032,0,0,0.0001,0.0008,0.0107,0.0044,0,0,0.0002,0.0033
_methylpentosum_6,Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,0.0017,0.0102,0,0.0017,0.0006,0.0733,0.0028,0.0026,0,0.0055,0,0,0.0348,0.0056,0.0215,0.0305,0.0042,0.032,0.0071,0.007,0.0203,0,0.0081,0,0.0193,0.0065,0.0041,0.0421,0.0109,0.0001,0.0323,0,0.0033,0.0133,0.0372,0.0213,0.0247,0.0017,0.0693,0,0,0.0034,0,0.0044,0.0157,0.0142,0,0.0498,0.0083,0.0015,0.008,0.019,0,0.0059,0,0,0.0115,0.0222,0.0137,0,0,0.0229,0.0015,0.0016,0,0.0616,0.012,0.0294,0.0047,0.0008,0.0191,0.0033,0.0211,0.0017,0,0.016,0.0018,0.0055,0.0015,0.0013,0,0.0037,0.0085,0.001,0.003,0.0036,0.0492,0.0016,0.0013,0.0001,0.0055,0.0013,0.0002,0.0201,0.0007,0.0048,0.0016,0.0239,0.0181,0.0002,0,0.0032,0.0033
Terrisporobacter_glycolicus_ATCC_14880_DSM_1288_0,Clostridium_glycolicum_ATCC_14880,Terrisporobacter glycolicus ATCC 14880 = DSM 1288,0.014,0.0193,0.0008,0.016,0,0.001,0.0007,0.0186,0,0,0,0.0064,0.002,0.0144,0.0148,0.0068,0,0.0044,0.0001,0,0.0071,0.0224,0.0081,0.0209,0.0003,0.0031,0.0059,0,0,0,0.0062,0.0076,0.0225,0.0005,0.0365,0.0177,0,0.0105,0.0049,0.0019,0.0009,0.0121,0.0357,0.0013,0.0203,0.0176,0,0.0038,0.0004,0.0002,0.0015,0.0095,0.0042,0.0002,0.0317,0.0086,0.0063,0.0136,0.0057,0.0149,0.1442,0.0187,0.0164,0,0.0035,0.0073,0.0067,0.0055,0.0016,0.0006,0.012,0.0013,0.0006,0.0021,0,0.0086,0.0134,0.0008,0.0061,0.0019,0.0042,0.0032,0.0049,0.0175,0.0153,0.0039,0.0125,0.0006,0.0001,0,0.0008,0,0.0065,0.0078,0.0131,0.0369,0.036,0.0015,0.0009,0.0009,0.0491,0.0001,0.0007
_lactaris_ATCC_29176_1,Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,0.0111,0.0003,0,0,0,0.0046,0.0273,0.0142,0,0.0044,0,0,0.0328,0.0056,0,0.0075,0.0119,0.004,0.001,0,0.0108,0.0056,0.0015,0.0021,0.0113,0,0.0089,0,0.0051,0,0,0.0116,0.0034,0.0054,0.0011,0,0.0118,0.0392,0,0,0.0955,0,0,0.0088,0.0195,0,0,0.0108,0,0.0161,0.0222,0.0059,0,0,0,0.0002,0.0262,0.0087,0,0.0022,0.0064,0.0112,0.0047,0,0.0138,0.0025,0.0014,0.0292,0.0008,0,0.003,0.004,0,0.0011,0.016,0.005,0.006,0.0101,0.0017,0.0017,0.0326,0.0011,0.0177,0.0102,0.0106,0.0011,0.0135,0.02,0.0095,0.0054,0.0281,0.017,0,0.0021,0.0101,0.0065,0,0,0.0088,0,0,0.0046,0.0157
Prevotella_melaninogenica_ATCC_25845_1,Prevotella_melaninogenica_ATCC_25845,Prevotella melaninogenica ATCC 25845,0,0,0,0,0.0679,0,0,0,0,0,0.0001,0,0,0,0.1337,0,0,0,0.0737,0,0,0,0.1573,0,0,0.0292,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0,0.0022,0,0,0,0,0,0,0,0.0092,0,0,0.0093,0.0542,0.0008,0,0.0322,0,0,0,0.0033,0,0,0.0091,0,0,0,0.0268,0,0,0,0.0012,0,0,0,0.0007,0.0029,0,0,0,0,0,0,0.0012
Bacteroides_stercoris_ATCC_43183_0,Bacteroides_stercoris_ATCC_43183,Bacteroides stercoris ATCC 43183,0.0028,0.001,0.0102,0,0,0.0115,0,0,0,0,0.0576,0,0,0,0.0019,0.0301,0.0034,0.0043,0.0054,0,0.0385,0,0.0015,0,0,0,0,0,0,0.1,0.0215,0.0245,0.0072,0.0033,0.0468,0,0,0,0.0223,0.1107,0,0.1638,0.0032,0,0,0,0,0,0.0059,0,0,0.0421,0.0154,0.0613,0,0,0.0277,0,0.0383,0.01,0,0.0037,0.0093,0,0.0044,0,0,0.0277,0.0009,0,0.0044,0,0.0013,0.0001,0,0,0.0024,0.0113,0.0025,0,0,0.0102,0,0,0.0002,0,0,0.0001,0,0,0.0016,0,0,0,0,0.0001,0.0023,0.0131,0,0,0,0.0279,0.0009
Bacteroides_fluxus_YIT_12057_1,Bacteroides_fluxus_YIT_12057,Bacteroides fluxus YIT 12057,0.0077,0,0,0,0.0009,0.004,0.0161,0.0027,0,0.0228,0,0.0021,0,0,0,0.0314,0.0063,0,0.0015,0.0206,0.0082,0.0061,0.0006,0,0.0122,0.0088,0,0,0.0055,0,0,0,0.0347,0.0037,0.005,0.0086,0.0238,0.0035,0.002,0.0033,0.0028,0,0,0.0041,0,0.0018,0.0382,0,0.0039,0,0.0494,0,0.04,0.0087,0.0022,0,0.0031,0,0,0.0027,0,0.001,0.0194,0.0074,0.013,0.0103,0.0012,0,0.0018,0,0.0043,0.0009,0.0004,0.0013,0.0826,0.0023,0.0035,0.0046,0.0036,0,0.0364,0,0.0016,0.0036,0,0,0,0.0016,0.006,0.0021,0.0346,0.0012,0.0052,0.0122,0.0125,0,0.0013,0,0.0122,0.0071,0.0023,0,0
Coprococcus_comes_ATCC_27758_0,Coprococcus_comes_ATCC_27758,Coprococcus comes ATCC 27758,0.0056,0.0073,0,0,0.0101,0.0108,0.0025,0.0037,0,0.0006,0,0,0.004,0.0012,0.0083,0.0051,0.0088,0.0067,0.0062,0,0.0042,0.0086,0.0031,0.0063,0.0051,0.0014,0.0034,0.0006,0.0043,0.077,0.0015,0.0168,0.0059,0.0045,0.0027,0.0118,0.0058,0.0129,0.0119,0,0.0058,0,0.0154,0.0094,0.0066,0.0101,0.0071,0.0053,0.0028,0.0112,0.0082,0.0045,0.0087,0.0053,0.0018,0,0.02,0.0089,0.0091,0.0013,0.0144,0.0147,0.0006,0.0043,0.0072,0.0059,0.0025,0,0.0083,0.0115,0.0042,0.003,0.0055,0.013,0.0038,0.009,0.0152,0.0044,0.0196,0.0096,0.0133,0.004,0.0055,0.0033,0.0056,0.0093,0.0018,0.0068,0.0175,0.0044,0.0063,0.0079,0.0001,0.0034,0,0.0114,0.0082,0.0052,0.0053,0.0066,0.0272,0.0024,0.0047
Parabacteroides_merdae_ATCC_43184_0,Parabacteroides_merdae_ATCC_43184,Parabacteroides merdae ATCC 43184,0.0064,0.0207,0.0083,0.0173,0.0015,0.0041,0.0052,0.0059,0.1034,0.0137,0.0054,0,0,0.0088,0.0128,0.0157,0,0.0097,0.0137,0,0,0.0129,0.0029,0.0074,0,0.0186,0.0108,0.1017,0.0024,0.0201,0.0047,0.0079,0.0091,0.0027,0,0,0,0.0312,0.0102,0.0105,0,0.0293,0.0013,0,0.0083,0.0028,0,0.0088,0.0032,0.0151,0.0304,0.0124,0.0046,0.0104,0.0019,0,0,0,0.0128,0.0032,0.0042,0.0022,0.0027,0.0062,0.0044,0,0.0068,0.0029,0.0031,0.0011,0,0.0025,0.0037,0.0005,0,0.0044,0.0004,0.0068,0.0014,0.0023,0,0.0006,0.0083,0.0006,0.0098,0.0028,0.0015,0.0028,0.0013,0.0024,0,0,0,0.0179,0.0026,0.001,0.0047,0.0018,0,0.001,0.0011,0.005,0.0007
Bacteroides_faecis_MAJ27_0,Bacteroides_faecis_MAJ27,Bacteroides faecis MAJ27,0.0003,0.0114,0,0.0012,0.0006,0.0044,0.014,0.0083,0,0,0.0117,0.0017,0,0.0042,0.0034,0.0165,0.0027,0.0017,0.0096,0,0.0014,0.002,0.0032,0.0085,0.007,0.0036,0,0.0021,0.0034,0.0009,0.0038,0.0037,0.0032,0.0049,0.0054,0.0142,0.0283,0.0023,0.0037,0.0161,0,0.0039,0,0,0.0018,0.0012,0.0048,0.0068,0.0013,0.0004,0.0167,0.0006,0.0046,0.0177,0.0133,0.4853,0.0012,0,0.0039,0.0069,0,0.0009,0.0024,0.0005,0.0012,0.0024,0.009,0.0106,0.0017,0.0101,0,0.0025,0.0014,0.0019,0.0058,0.0007,0.0008,0.0009,0.0005,0.0011,0,0.0005,0.0011,0.0019,0.0023,0.0006,0.0006,0.0026,0.0008,0.0008,0.0027,0.0012,0.0006,0.0024,0,0.0004,0.0001,0.0005,0,0.0009,0.0003,0,0.0005
Blautia_obeum_ATCC_29174_2,Blautia_obeum_ATCC_29174,Blautia obeum ATCC 29174,0.0037,0.0086,0.0194,0.0045,0.0098,0,0.0109,0.0091,0,0,0,0,0.0033,0.001,0.0079,0.0058,0.009,0,0.0025,0.0104,0.0008,0.008,0.0033,0.0076,0.0355,0.0017,0.003,0.0004,0.008,0,0.017,0.026,0.0042,0.0069,0.0162,0.0044,0.006,0.0223,0.0129,0,0,0.0123,0.0375,0.034,0.0019,0.0075,0.0053,0.0035,0.0015,0.0089,0.0009,0.0063,0.0057,0.0026,0.0024,0,0,0.0076,0,0,0.0044,0.0179,0.0035,0.018,0.0043,0.0029,0.0039,0,0,0,0.0066,0.0089,0.0084,0,0,0,0.0205,0.0112,0.0017,0.006,0.0046,0.0048,0.0269,0.0009,0.0098,0.0052,0.0024,0.0161,0.002,0.0076,0.0125,0.0016,0.0001,0,0.0026,0.0094,0.0003,0.0188,0,0,0,0,0.0069
Alistipes_finegoldii_DSM_17242_0,Alistipes_finegoldii_DSM_17242,Alistipes finegoldii DSM 17242,0.0036,0.0044,0,0.0095,0.0034,0.0012,0.0134,0.0084,0,0.0291,0,0,0.0072,0.0151,0.0062,0.0145,0.0019,0.0259,0.0264,0,0.0001,0.0092,0.0081,0.0016,0.009,0,0.0242,0.0049,0.0001,0,0,0.0026,0.0114,0.0107,0.0087,0.0215,0.007,0.0026,0,0.0301,0,0,0,0.002,0.0131,0.0044,0,0.0071,0.0029,0.0037,0.0199,0.0043,0.0046,0.0191,0.0011,0,0.0001,0,0.0126,0.0061,0.0022,0.0006,0.0022,0.0053,0.002,0.0104,0.0039,0.0049,0.0017,0.001,0.0046,0.003,0.0025,0.0012,0.0137,0.0014,0.0027,0.0029,0.001,0.0001,0,0.0321,0.0043,0.0025,0.0151,0.0001,0.0002,0.0044,0.0022,0.0163,0,0.0115,0.0009,0.0065,0.0096,0.0004,0.0066,0.0025,0.0204,0.0007,0.0008,0.0001,0.0019
Lachnospira_multipara_ATCC_19207_1,Lachnospira_multipara_ATCC_19207,Lachnospira multipara ATCC 19207,0,0.0061,0.0111,0.0034,0,0.0057,0.0018,0.0014,0,0.0047,0.0333,0,0.0114,0.0017,0.0177,0.0034,0.0059,0.0006,0.0005,0,0.0091,0.0018,0,0.0013,0.0093,0.0006,0.002,0,0.017,0.0402,0.0067,0.0186,0.0045,0,0.0049,0.0019,0.0304,0.0096,0.0015,0.0044,0.0032,0.0027,0,0,0.008,0,0,0.0085,0.0004,0,0.0033,0.0029,0.01,0,0.0068,0,0.0179,0,0.006,0.007,0.0012,0.0106,0.008,0,0.0019,0.0016,0.0012,0.0299,0,0.0117,0,0.0046,0.0008,0,0.0036,0.0024,0.0035,0.0031,0,0.0077,0.0016,0.0074,0.0037,0,0.0087,0.0306,0.0031,0.0016,0.0009,0.0026,0,0.0024,0,0.0057,0.0017,0,0.0006,0.0136,0.0061,0.0477,0.0006,0.0011,0.0017
Bacteroides_xylanisolvens_XB1A_0,Bacteroides_xylanisolvens_XB1A,Bacteroides xylanisolvens XB1A,0.0045,0.0011,0.0002,0.0158,0.0016,0.0003,0.0155,0.0023,0,0,0,0,0.0924,0.0084,0.0002,0.0023,0.0008,0.0015,0.0028,0.0156,0.0121,0.0029,0.0021,0,0.0222,0.0019,0,0.0055,0.0007,0.0024,0.0058,0,0.1,0.0025,0.0123,0.0006,0.0194,0,0.0017,0.001,0,0.0082,0.0156,0.0018,0.0009,0.0043,0.0029,0.0023,0.0003,0,0.0242,0.0013,0.0016,0,0,0,0,0,0.0223,0,0.0007,0,0.0018,0.0049,0.0015,0.0063,0.0015,0.006,0.0015,0.0043,0.0013,0.0007,0.004,0.0003,0.0012,0.0009,0.0003,0.0015,0,0,0.0864,0.0009,0,0,0.0039,0.0005,0.0015,0.0002,0.0012,0.0014,0.0031,0,0.0003,0.0152,0.0011,0.0003,0.0012,0.0037,0.0083,0,0.0002,0,0
Anaerobutyricum_hallii_DSM_3353_0,Eubacterium_hallii_DSM_3353,Anaerobutyricum hallii DSM 3353,0.0038,0,0,0.0024,0.0005,0.0003,0.0179,0.0044,0,0.0066,0,0,0.0038,0.0045,0.0023,0.0028,0.0042,0.0007,0.0014,0,0.0089,0.0023,0.0017,0.0017,0.0255,0.0014,0.006,0,0.0072,0,0.0027,0,0,0.0013,0.004,0.0029,0.0018,0.0047,0.0061,0,0,0.0098,0.0068,0,0.0066,0,0,0.0039,0.0025,0,0.0016,0.0018,0.0082,0.0034,0.0127,0,0.0066,0.0066,0.003,0,0.0171,0,0.0149,0.0025,0.0065,0.0058,0.0048,0,0.0094,0.0119,0.0024,0.0035,0.0113,0,0.0071,0.0045,0.0078,0.003,0.0105,0.0063,0.0025,0.0035,0.0081,0.0028,0,0.0005,0.0088,0.009,0.0079,0.0073,0.0337,0.0141,0.0344,0.0072,0.0077,0.0093,0.0022,0.0027,0.0037,0.0069,0.007,0.0099,0.0036
Phocaeicola_massiliensis_0,Bacteroides_massiliensis_B846dnLKV334,Phocaeicola massiliensis,0,0,0,0,0.004,0,0.0225,0.0083,0,0,0,0,0,0,0.0051,0.0063,0,0.0167,0.0166,0,0.0285,0.0068,0.0187,0.0166,0,0.0036,0,0,0.0043,0,0,0,0.0055,0.0265,0,0,0,0,0.0224,0.0957,0,0,0.0011,0,0.0097,0.0076,0,0,0.0062,0,0,0,0,0.0194,0.0094,0,0,0,0,0.0271,0.0006,0.003,0.0034,0,0.002,0.0065,0.0025,0.0107,0.0034,0.007,0.0052,0.0006,0.0283,0.0013,0,0.002,0,0.0077,0.0001,0,0.0096,0.0073,0.0037,0.0002,0.0106,0.0013,0.0037,0,0.0031,0.0163,0.0018,0.01,0,0,0.0078,0.0012,0.0004,0.0103,0,0.0068,0.0004,0,0.001
Acidaminococcus_fermentans_DSM_20731_0,Acidaminococcus_fermentans_DSM_20731,Acidaminococcus fermentans DSM 20731,0,0,0,0.0519,0,0.0009,0.025,0.0463,0,0,0,0,0,0,0,0,0.0085,0,0,0,0,0,0,0,0,0,0,0.0108,0,0,0.031,0.0441,0,0,0.0168,0.0011,0.033,0.0611,0.017,0.0101,0,0.0038,0,0.0029,0,0,0.0033,0.0103,0,0,0.0047,0.0062,0.0169,0.0056,0.0147,0,0,0,0.0094,0.0239,0,0,0.0014,0.0138,0,0,0.0012,0,0,0.0016,0.0005,0,0,0,0.003,0,0.0075,0,0,0,0,0,0,0,0,0.0087,0.0019,0,0,0,0,0,0.0178,0.0054,0.0015,0,0,0,0,0.0005,0,0.0067,0.0039
Unidentified_Christensenellaceae_R-7_group_0,None,None,0.0169,0.0508,0,0,0,0.0012,0.0022,0.006,0,0,0,0,0.0003,0,0,0.0008,0.0043,0.0096,0,0,0.0034,0.0018,0.0074,0,0.0036,0.0004,0.0075,0.0129,0.0012,0,0,0,0.0156,0.0193,0.0059,0.004,0.0002,0.0043,0,0,0,0,0,0,0.0105,0,0,0.0004,0.0204,0.0015,0,0.0298,0,0,0,0,0,0.0027,0,0,0.0124,0,0.0169,0,0.0029,0,0,0,0.0364,0,0.0417,0.0065,0.0015,0,0,0.002,0.0166,0,0.0048,0.0092,0,0.0163,0.0046,0,0.0041,0.0118,0,0.007,0,0.0073,0,0.0134,0,0.0095,0,0.0043,0.0197,0.0026,0.0169,0,0,0,0.0131
Clostridium_perfringens_ATCC_13124_0,Clostridium_perfringens_ATCC_13124,Clostridium perfringens ATCC 13124,0.0034,0.0085,0.0012,0,0,0.0006,0.0074,0,0,0.0069,0,0,0,0.0003,0.0001,0,0,0.0343,0.0003,0,0.0056,0.0561,0.0209,0.001,0.0005,0,0.0061,0,0,0,0,0,0.0006,0.0001,0.005,0.0015,0,0.0014,0,0,0,0.003,0.147,0,0.0223,0.0298,0,0,0.0057,0.0001,0,0,0,0.0033,0,0.0064,0,0.0089,0.0022,0,0.0247,0,0.0143,0,0.0461,0.0191,0,0.0143,0,0,0.0577,0.0024,0.0009,0.0004,0.0007,0.0118,0.0264,0,0.0061,0.0033,0.0055,0.001,0,0.0052,0.0012,0.0007,0.0033,0.0004,0,0,0,0.0001,0.0004,0.0023,0.0009,0.0037,0.0214,0.0002,0.0166,0,0.0007,0,0.0007
Bifidobacterium_catenulatum_subsp._kashiwanohense_JCM_15439_DSM_21854_0,Bifidobacterium_kashiwanohense_DSM_21854,Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854,0,0,0,0,0,0,0,0,0,0.1296,0.034,0,0,0.0016,0.0013,0.0186,0,0,0,0,0,0.0063,0,0,0,0,0,0,0.0848,0,0,0,0.0089,0,0.0135,0,0.0192,0,0,0,0,0.0795,0,0,0,0,0,0,0,0,0,0.009,0,0.0191,0,0,0.0708,0,0,0,0,0,0,0,0,0.0034,0,0,0.1179,0,0,0,0,0,0,0,0.0013,0,0,0.0008,0,0,0,0,0,0,0,0,0,0.0113,0,0,0,0,0,0,0,0,0,0.0069,0,0,0
Coprococcus_comes_ATCC_27758_1,Coprococcus_comes_ATCC_27758,Coprococcus comes ATCC 27758,0.0027,0.0019,0.0156,0.0031,0.0063,0.0021,0.0025,0.0046,0,0.0032,0,0.0049,0.0038,0.0002,0.0028,0.0044,0.0109,0,0.0022,0,0.0041,0.0023,0.0032,0.0062,0.0049,0.0048,0.004,0,0.005,0,0.0019,0.0041,0.0036,0.0043,0.0042,0.0058,0.0057,0.0062,0,0,0.0089,0.0103,0.0139,0.006,0.0041,0.0047,0.0066,0.0089,0.0007,0,0.003,0.0028,0.0057,0.0022,0.0095,0,0.0039,0.0026,0.0033,0,0.0146,0.0081,0.0027,0.0117,0.0029,0.0012,0.0087,0.0067,0.005,0,0.0026,0.0043,0.0065,0.0104,0.0024,0.0051,0.0141,0.0059,0.0074,0.001,0.0034,0.0028,0.006,0.0051,0.0058,0.0057,0.0029,0.0095,0.0142,0.0088,0.0035,0.0039,0,0.0014,0.0096,0.0119,0.0033,0.0055,0.0024,0.0073,0.0002,0.0067,0.0053
Terrisporobacter_glycolicus_ATCC_14880_DSM_1288_1,Clostridium_glycolicum_ATCC_14880,Terrisporobacter glycolicus ATCC 14880 = DSM 1288,0.014,0.0017,0.0004,0.0008,0,0.0068,0,0.0007,0,0.0122,0.0004,0,0.0055,0.0041,0.0001,0,0,0.0392,0.0094,0.0002,0.0244,0.0043,0.0149,0.0002,0.0017,0,0.0005,0.0001,0,0.0024,0.0002,0.0002,0,0.0006,0.0055,0.0084,0.0012,0.0022,0.0015,0,0.024,0.0072,0.0311,0.0001,0.0014,0.0328,0,0.0075,0.0076,0,0.0002,0.0004,0,0.0079,0,0.0445,0,0.0043,0.0038,0,0.0113,0,0.0051,0.0014,0.004,0.0055,0.0034,0,0,0,0.0349,0,0.0004,0.0289,0.0002,0.0408,0.0007,0,0.0013,0,0.0001,0.0002,0,0.0101,0.0006,0.0013,0.0209,0.0001,0,0.0001,0.0007,0,0.001,0.007,0.0009,0.0078,0.0117,0.0003,0.0138,0.0003,0.0024,0.0053,0
Phocaeicola_coprocola_0,Bacteroides_coprocola_M16_DSM_17136,Phocaeicola coprocola,0,0,0.0662,0,0,0,0,0.0041,0,0,0,0,0,0,0,0,0.0231,0,0.0095,0,0,0,0.0173,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0.0657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1673,0,0,0,0,0,0,0,0,0,0,0,0.0718,0,0,0,0,0,0,0,0.0028,0,0,0,0.0604,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_eligens_ATCC_27750_1,Eubacterium_eligens_ATCC_27750, eligens ATCC 27750,0.0019,0.0044,0,0.0003,0.0033,0.0033,0.0092,0.0027,0,0,0,0,0.0046,0.0029,0,0.0024,0.0024,0,0.0049,0,0.0248,0.0004,0.0074,0,0.0086,0.0023,0.0065,0.0003,0.0021,0,0.0011,0.0015,0.0019,0.0208,0.0175,0.0038,0.0075,0.0074,0.0039,0.0002,0,0.0044,0.0019,0.0044,0.0022,0.0068,0.0029,0.0059,0.005,0.0013,0.0026,0.003,0.007,0.0144,0,0.0073,0.0032,0.0064,0.0013,0,0.0042,0.0085,0,0,0,0.0053,0.0075,0,0.0084,0,0.0066,0.0094,0.0052,0.0043,0.0018,0.0171,0.006,0.0042,0.002,0.0085,0.0056,0.0033,0.0181,0.0018,0.0014,0.0074,0.0071,0.0114,0.0011,0.0045,0,0.0028,0.0028,0.0031,0.0013,0.0017,0.0056,0.0164,0.007,0.0024,0.0003,0.0105,0.0007
