AGORA Model Name,TaxTree/NCBI ID,Tag,OpACIN-fDNA-001,OpACIN-fDNA-002,OpACIN-fDNA-003,OpACIN-fDNA-004,OpACIN-fDNA-005,OpACIN-fDNA-006,OpACIN-fDNA-007,OpACIN-fDNA-008,OpACIN-fDNA-009,OpACIN-fDNA-010,OpACIN-fDNA-011,OpACIN-fDNA-012,OpACIN-fDNA-013,OpACIN-fDNA-014,OpACIN-fDNA-015,OpACIN-fDNA-016,OpACIN-fDNA-017,OpACIN-fDNA-018,OpACIN-fDNA-019,OpACIN-fDNA-020,OpACIN-fDNA-021,OpACIN-fDNA-022,OpACIN-fDNA-023,OpACIN-fDNA-024,OpACIN-fDNA-025,OpACIN-fDNA-026,OpACIN-fDNA-027,OpACIN-fDNA-028,OpACIN-fDNA-029,OpACIN-fDNA-030,OpACIN-fDNA-031,OpACIN-fDNA-032,OpACIN-fDNA-033,OpACIN-fDNA-034,OpACIN-fDNA-035,OpACIN-fDNA-037,OpACIN-fDNA-038,OpACIN-fDNA-039,PAUS-base16567,PAUS-base20807,PAUS-base27704,PAUS-base34671,PAUS-base35603,PAUS-base36885,PAUS-base38798,PAUS-base44051,PAUS-base48040,PAUS-base48446,PAUS-base49317,PAUS-base49623,PAUS-base50750,PAUS-base51030,PAUS-base51377,PAUS-base51517,PAUS-base51558,PAUS-base51584,PAUS-base51679,PAUS-base51771,PAUS-base51823,PAUS-base51884,PAUS-base51887,PAUS-base51902,PAUS-base52021,PAUS-base52436,PAUS-base52513,PAUS-base52521,PAUS-base52534,PAUS-base52550,PAUS-base52579,PAUS-base52729,PAUS-base52757,PradoNKIbase106,PradoNKIbase107,PradoNKIbase108,PradoNKIbase109,PradoNKIbase110,PradoNKIbase112,PradoNKIbase113,PradoNKIbase114,PradoNKIbase115,PradoNKIbase116,PradoNKIbase117,PradoNKIbase118,PradoNKIbase119,PradoNKIbase120,PradoNKIbase121,PradoNKIbase122,PradoNKIbase123,PradoNKIbase124,PradoNKIbase125,PradoNKIbase128,PradoNKIbase129,PradoNKIbase130,PradoNKIbase131,PradoNKIbase132,PradoNKIbase134,PradoNKIbase135,PradoNKIbase136,PradoNKIbase137,PradoNKIbase139,PradoNKIbase140,PradoNKIbase142,PradoNKIbase143
Alistipes_finegoldii_DSM_17242,Alistipes finegoldii DSM 17242,Alistipes_finegoldii_DSM_17242_0,286,398,0,857,418,76,1697,877,0,2603,0,0,632,1382,764,1604,113,2412,2978,0,7,927,819,121,829,0,2355,480,8,0,0,259,975,829,883,1783,787,255,0,1200,0,0,0,82,666,207,0,295,150,174,1202,215,167,960,53,0,7,0,654,311,105,30,100,309,100,556,209,246,83,44,153,273,291,106,1823,168,283,477,164,8,0,3451,552,398,1941,15,31,665,323,3677,0,1925,130,936,1887,64,937,364,3429,115,108,12,286
Lachnospira_multipara_ATCC_19207,Lachnospira multipara ATCC 19207,Lachnospira_multipara_ATCC_19207_1,0,547,1123,311,0,363,227,151,0,417,3578,0,1011,160,2200,380,354,60,60,0,828,181,0,97,853,53,193,0,1521,3253,733,1858,382,0,493,160,3411,936,67,176,154,89,0,0,405,0,0,351,20,0,202,148,360,0,343,0,949,0,308,359,56,570,357,0,97,86,63,1490,0,510,0,422,88,0,479,290,373,503,0,805,218,799,476,0,1116,5367,515,243,132,598,0,402,0,822,330,0,87,2003,1021,8363,82,168,264
Bacteroides_xylanisolvens_XB1A,Bacteroides xylanisolvens XB1A,Bacteroides_xylanisolvens_XB1A_0,361,103,21,1430,193,21,1952,240,0,0,0,0,8158,766,24,256,48,142,315,1405,1102,294,215,0,2049,159,0,539,65,197,632,0,8532,197,1249,52,2171,0,73,38,0,272,486,74,48,205,132,96,16,0,1464,67,57,0,0,0,0,0,1154,0,34,0,81,282,76,338,78,299,74,188,44,65,461,24,157,112,27,246,0,0,11659,96,0,0,505,94,246,33,173,308,500,0,42,2175,224,43,166,549,1400,0,31,0,0
Eubacterium_hallii_DSM_3353,Anaerobutyricum hallii DSM 3353,Anaerobutyricum_hallii_DSM_3353_0,305,0,0,219,59,21,2264,460,0,592,0,0,337,414,283,304,252,65,158,0,814,230,172,125,2348,113,588,0,640,0,295,0,0,102,401,244,198,457,265,0,0,327,212,0,334,0,0,163,133,0,98,92,296,170,634,0,347,200,153,0,829,0,666,143,328,313,257,0,449,518,80,324,1287,0,950,540,825,495,1760,651,337,372,1040,440,0,85,1479,1377,1176,1656,5445,2362,5096,1027,1527,1465,309,394,630,1213,988,1453,547
Bacteroides_massiliensis_B846dnLKV334,Phocaeicola massiliensis,Phocaeicola_massiliensis_0,0,0,0,0,491,0,2842,872,0,0,0,0,0,0,630,698,0,1551,1871,0,2608,684,1884,1223,0,300,0,0,386,0,0,0,472,2057,0,0,0,0,972,3812,0,0,33,0,494,359,0,0,322,0,0,0,0,973,473,0,0,0,0,1382,30,161,153,0,101,348,135,533,161,306,174,52,3237,115,0,238,0,1254,10,0,1291,788,471,24,1367,230,620,0,460,3678,284,1673,0,0,1544,183,54,1519,0,1199,61,0,149
Acidaminococcus_fermentans_DSM_20731,Acidaminococcus fermentans DSM 20731,Acidaminococcus_fermentans_DSM_20731_0,0,0,0,4687,0,55,3151,4848,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,1068,0,0,3388,4409,0,0,1702,89,3697,5982,735,402,0,127,0,117,0,0,153,428,0,0,283,313,609,282,734,0,0,0,488,1217,0,0,61,799,0,0,65,0,0,71,18,0,0,0,393,0,787,0,0,0,0,0,0,0,0,1529,324,0,0,0,0,0,2632,777,288,0,0,0,0,79,0,983,597
None,None,Unidentified_Christensenellaceae_R-7_group_0,1351,4576,0,0,0,80,275,626,0,0,0,0,24,0,0,83,259,894,0,0,308,187,751,0,330,31,727,1267,104,0,0,0,1335,1498,598,332,25,422,0,0,0,0,0,0,536,0,0,18,1064,73,0,1508,0,0,0,0,0,83,0,0,603,0,755,0,149,0,0,0,1747,0,1394,598,175,0,0,244,1749,0,814,956,0,1753,592,0,524,2067,0,1070,0,1647,0,2230,0,1358,0,683,2810,384,2835,0,0,0,1988
Clostridium_perfringens_ATCC_13124,Clostridium perfringens ATCC 13124,Clostridium_perfringens_ATCC_13124_0,275,764,119,0,0,41,937,0,0,618,0,0,0,31,8,0,0,3193,32,0,515,5678,2111,74,46,0,591,3,0,0,0,0,49,10,508,124,0,139,0,0,0,100,4586,0,1133,1414,0,0,298,3,0,0,0,166,0,429,0,269,113,0,1197,0,641,0,2334,1023,0,711,0,0,1929,224,102,31,95,1413,2785,0,1020,344,740,113,0,823,154,116,562,66,0,0,0,9,62,326,171,580,3056,26,2791,0,104,0,99
Bifidobacterium_kashiwanohense_DSM_21854,Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854,Bifidobacterium_catenulatum_subsp._kashiwanohense_JCM_15439_DSM_21854_0,0,0,0,0,0,0,0,0,0,11597,3645,0,0,146,163,2053,0,0,0,0,0,642,0,0,0,0,0,0,7584,0,0,0,758,0,1370,0,2150,0,0,0,0,2646,0,0,0,0,0,0,0,0,0,456,0,956,0,0,3747,0,0,0,0,0,0,0,0,181,0,0,5653,0,0,0,0,0,0,0,138,0,0,82,0,0,0,0,0,0,0,0,0,2543,0,0,0,0,0,0,0,0,0,1207,0,0,0
Coprococcus_comes_ATCC_27758,Coprococcus comes ATCC 27758,Coprococcus_comes_ATCC_27758_1,218,168,1577,278,776,132,320,481,0,284,0,353,336,16,348,484,647,0,253,0,379,229,322,453,452,397,386,0,446,0,212,412,309,332,427,478,643,603,0,0,423,342,435,243,208,225,307,367,37,0,181,142,204,111,476,0,208,80,170,0,707,439,122,678,147,67,468,336,241,0,86,400,738,913,324,609,1491,961,1243,108,463,306,764,808,742,995,486,1442,2125,1987,567,645,0,204,1900,1880,474,816,401,1277,34,993,804
Clostridium_glycolicum_ATCC_14880,Terrisporobacter glycolicus ATCC 14880 = DSM 1288,Terrisporobacter_glycolicus_ATCC_14880_DSM_1288_1,1115,149,41,76,0,437,0,69,0,1088,48,0,487,375,16,0,0,3648,1061,14,2227,440,1506,15,153,0,51,8,0,191,25,20,0,44,554,692,139,214,64,0,1141,240,969,3,71,1556,0,312,396,0,15,22,0,394,0,2965,0,130,196,0,548,0,228,81,202,293,185,0,0,0,1166,0,44,2545,30,4887,74,0,224,0,16,21,0,1608,79,229,3523,20,0,31,115,0,154,1010,170,1228,1672,48,2315,51,346,775,6
Bacteroides_coprocola_M16_DSM_17136,Phocaeicola coprocola,Phocaeicola_coprocola_0,0,0,6678,0,0,0,0,427,0,0,0,0,0,0,0,0,1379,0,1069,0,0,0,1749,0,0,0,0,0,0,0,0,0,0,0,0,5130,0,6430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8393,0,0,0,0,0,0,0,0,0,0,0,3854,0,0,0,0,0,0,0,248,0,0,0,9862,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_eligens_ATCC_27750, eligens ATCC 27750,_eligens_ATCC_27750_1,148,393,0,27,410,210,1160,287,0,0,0,0,402,262,0,267,142,0,556,0,2269,44,752,0,796,187,630,26,185,0,117,150,158,1618,1776,313,838,728,170,9,0,145,59,178,114,324,133,246,261,62,155,153,252,723,0,484,169,193,66,0,202,460,0,0,0,284,405,0,403,0,221,867,598,377,238,2052,637,680,339,884,757,355,2313,280,185,1302,1195,1728,170,1012,0,464,419,448,263,273,803,2422,1172,426,44,1544,102
Roseburia_intestinalis_L1_82,Roseburia intestinalis L1-82,Roseburia_intestinalis_L182_0,853,545,275,262,0,1696,0,75,0,0,0,73,3188,45,0,1340,0,0,52,0,1364,65,488,415,0,0,0,653,289,0,621,252,0,0,1834,186,791,4276,875,269,2055,0,110,0,0,536,0,532,780,267,699,478,50,0,0,0,1174,0,0,353,168,707,298,350,0,618,176,646,0,0,0,199,2054,767,906,402,0,126,0,239,292,47,0,0,105,0,310,874,0,0,0,0,83,204,0,317,0,1844,942,1171,89,0,0
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_2,0,20,231,22,46,13,25,112,0,656,1472,2310,427,27,581,61,0,479,180,676,85,386,188,997,0,0,235,1480,59,0,354,1340,0,0,19,1158,671,72,30,1573,1314,243,537,65,175,53,64,296,103,1300,339,62,321,203,104,0,145,0,375,1095,0,398,0,295,222,0,451,1269,0,770,10,11,486,0,79,0,192,28,458,0,0,0,0,624,531,140,0,0,1636,0,296,249,3387,0,914,0,1561,1132,0,1490,1298,16,301
Bacteroides_caccae_ATCC_43185,Bacteroides caccae ATCC 43185,Bacteroides_caccae_ATCC_43185_0,84,584,1042,794,31,154,1857,737,0,0,467,0,0,499,286,487,173,195,704,0,0,6244,341,191,0,88,0,1821,46,610,0,185,0,47,188,917,0,862,74,191,0,0,0,9,136,309,0,0,121,0,1056,85,0,298,620,0,230,0,797,50,34,141,66,0,382,87,0,0,123,32,52,265,252,8,0,78,246,530,41,110,0,90,123,240,1365,455,176,70,1749,1657,324,365,960,638,1040,0,4726,203,118,0,79,0,140
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_7,303,0,0,3553,1112,519,0,1069,0,786,0,1530,0,0,0,0,0,0,0,0,0,112,0,0,0,494,0,0,0,0,0,0,0,59,293,0,0,1180,0,147,0,0,0,0,0,330,0,720,182,0,0,0,0,0,0,0,0,791,0,429,0,0,0,323,78,0,330,1233,0,0,0,167,13,0,0,920,0,0,2419,1858,0,0,186,0,0,0,0,0,0,4579,1346,12,7786,1414,0,0,0,0,0,0,1214,1646,0
Roseburia_inulinivorans_DSM_16841,Roseburia inulinivorans DSM 16841,Roseburia_inulinivorans_DSM_16841_0,358,849,135,0,1222,384,335,389,0,0,0,202,1032,18,2782,149,911,34,165,0,681,12,395,300,51,30,145,0,114,0,30,362,238,160,848,710,183,69,304,256,193,1110,517,97,94,38,690,445,228,0,1588,409,544,565,0,0,73,155,0,1322,101,317,945,133,0,187,59,0,286,320,380,105,0,1028,434,286,272,375,45,73,1473,306,2607,0,119,204,1265,254,245,52,59,353,25,479,81,115,269,161,758,1065,368,0,34
Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,Ruminococcus_champanellensis_18P13_JCM_17042_0,113,59,266,1217,0,123,1159,88,0,667,0,0,0,553,0,0,235,102,428,0,2626,262,0,0,325,3906,31,138,103,5,0,0,48,271,156,0,1468,0,886,0,216,42,0,30,0,1075,0,700,0,623,0,0,77,0,0,299,56,41,106,0,0,0,239,0,341,1702,0,0,0,0,34,0,22,1620,0,414,111,20,0,0,81,173,10,416,144,709,333,282,3071,0,0,1684,14,1210,2525,24,22,260,270,0,136,161,1550
Lachnospira_multipara_ATCC_19207,Lachnospira multipara ATCC 19207,Lachnospira_multipara_ATCC_19207_2,0,1736,0,0,0,0,0,1462,0,0,0,0,0,619,0,0,0,18,0,0,0,48,0,0,107,0,0,483,59,0,0,0,0,1513,0,165,0,0,0,0,0,0,0,7,2927,0,0,0,259,0,0,0,0,0,0,0,0,10,0,0,394,0,0,0,0,0,426,0,19,0,0,29,995,0,0,0,0,0,3355,964,0,2664,0,1503,2069,0,2364,365,0,608,0,0,1046,1092,0,668,1440,5314,146,0,0,0,0
Bacteroides_cellulosilyticus_DSM_14838,Bacteroides cellulosilyticus DSM 14838,Bacteroides_cellulosilyticus_DSM_14838_0,0,29,0,1894,42,10,0,197,0,0,0,0,0,3249,0,933,0,157,268,0,176,458,0,886,1274,677,936,347,229,0,62,1029,220,68,0,0,5150,0,116,393,0,0,0,0,96,0,0,564,39,0,0,894,0,281,0,0,0,0,169,130,44,9,0,146,162,108,433,391,205,31,0,116,0,0,2204,20,64,0,0,0,972,1363,57,1064,245,692,0,0,35,1150,461,28,465,0,417,0,0,753,0,195,0,0,0
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_3,141,0,0,0,0,71,0,166,0,0,0,1214,578,470,3656,169,0,96,401,0,0,0,163,0,0,0,422,0,1207,0,152,0,0,0,114,0,0,0,0,0,0,0,0,0,171,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,393,0,0,145,827,2209,99,1406,0,1154,458,0,180,0,0,0,0,1108,0,0,0,0,69,403,3144,0,112,6250,1413,226,2138,0,0,82,688,0
Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia muciniphila ATCC BAA-835,Akkermansia_muciniphila_ATCC_BAA835_1,0,0,0,0,0,0,0,0,0,0,10405,0,0,0,0,0,0,0,0,0,0,18341,0,22,0,0,0,0,0,0,1353,0,0,0,0,0,65,1560,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,34,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_0,264,0,492,122,125,270,484,461,0,29,0,106,405,102,309,713,144,291,634,25,1220,24,1013,105,841,0,269,144,293,0,204,266,310,79,709,450,1081,477,163,17,107,116,22,201,167,83,148,197,146,366,119,384,189,255,0,0,438,0,112,62,0,0,27,62,21,229,412,0,687,147,78,564,293,62,114,221,0,358,19,385,162,369,382,445,310,526,871,167,397,716,57,1118,1621,274,119,779,506,499,788,268,984,236,664
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_8,60,531,101,373,244,59,166,443,0,0,0,524,25,1219,115,66,97,204,77,0,49,538,115,26,2956,331,99,0,76,0,1820,285,130,118,52,90,215,305,20,21,5549,0,0,0,75,83,0,67,19,52,84,61,7,168,0,0,0,43,58,23,390,23,241,0,160,0,0,0,170,0,56,40,193,296,0,126,512,74,0,7,502,115,359,518,298,0,0,662,317,1246,0,360,1652,769,409,227,995,342,512,0,350,1195,211
Blautia_hansenii_VPI_C7_24_DSM_20583,Blautia hansenii DSM 20583,Blautia_hansenii_DSM_20583_0,0,443,0,291,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,11,0,0,2017,0,0,0,0,0,46,0,0,0,50,36,12,159,0,20,0,0,18594,961,0,0,907,0,0,5063,0,0,0,0,0,662,0,0,0,145,677,0,0,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_0,455,266,0,0,164,35,0,565,0,513,0,128,269,0,75,314,172,351,386,0,113,64,205,8,178,0,288,39,215,0,447,546,0,318,320,315,264,331,70,18,339,0,305,55,92,165,194,92,44,126,37,133,221,70,111,0,165,102,62,15,478,71,195,0,257,130,0,0,196,155,91,279,197,371,305,253,711,508,269,791,680,372,842,1343,606,725,797,824,1013,1168,950,879,0,437,1020,586,709,328,1189,555,7,515,414
Blautia_obeum_ATCC_29174,Blautia obeum ATCC 29174,Blautia_obeum_ATCC_29174_3,1162,758,0,0,654,88,126,319,0,0,0,0,0,529,0,53,536,564,849,0,129,87,325,74,312,33,237,0,305,0,234,0,176,18,0,633,0,309,183,0,0,0,172,14,82,37,0,281,394,201,43,104,0,140,297,0,86,115,0,20,149,0,159,47,0,95,0,351,470,282,295,399,1997,719,36,1136,143,548,1131,372,643,76,206,395,661,378,386,800,354,890,1702,1222,0,588,330,833,942,275,458,39,161,0,411
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_1,455,827,130,0,79,0,65,443,0,0,0,0,0,0,17,223,214,1557,934,0,132,103,0,0,0,136,436,569,364,0,0,58,60,625,255,153,0,120,379,0,0,0,0,18,135,0,0,0,312,383,0,4584,0,268,0,0,0,695,22,0,201,0,102,0,0,180,0,262,520,943,153,1240,131,168,0,479,655,0,208,462,107,0,1185,69,395,442,1476,320,0,525,625,696,149,0,176,215,0,1394,430,0,63,1071,587
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_1,161,387,0,135,215,97,0,368,0,0,0,0,0,18,0,633,474,267,305,0,109,0,457,39,433,596,473,349,264,0,1989,784,0,190,276,432,0,0,164,0,0,0,0,0,138,245,0,0,370,324,261,230,0,395,0,0,0,422,0,0,105,27,229,0,761,494,230,0,298,420,0,170,379,711,0,447,148,507,416,320,337,201,499,114,686,659,669,86,10,1271,45,1548,147,1011,504,666,0,570,1631,0,313,1041,412
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_2,314,426,0,28,0,0,0,483,0,0,0,1938,0,521,0,224,206,224,46,0,0,0,0,0,71,2092,570,737,283,0,0,0,0,527,429,35,0,231,0,0,0,0,0,0,408,0,0,0,23,66,0,188,0,0,0,0,0,208,0,0,0,0,138,0,396,298,170,506,646,243,0,356,64,87,0,82,1585,171,0,413,50,1684,294,478,1117,1843,790,1028,0,1144,0,2791,405,0,778,234,254,55,537,0,0,0,656
Acidaminococcus_fermentans_DSM_20731,Acidaminococcus fermentans DSM 20731,Acidaminococcus_fermentans_DSM_20731_1,0,3092,0,0,4221,0,0,0,0,0,0,0,0,595,1799,0,0,0,5479,0,0,536,4277,0,0,0,0,0,1892,0,0,0,0,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,256,0,0,1071,60,616,0,0,0,0,0,0,0,0,0,0,185,0,0,780,442,0,252,636,0,0,0,18,0,376,0,0,84,0,0
Clostridium_hylemonae_DSM_15053, hylemonae DSM 15053,_hylemonae_DSM_15053_0,59,166,522,144,1248,223,612,411,0,0,0,0,2460,0,1862,293,90,0,231,1519,179,0,154,1549,0,90,0,0,125,0,629,0,279,52,148,476,154,160,40,229,0,291,18,167,0,30,327,0,0,27,110,136,1231,0,1368,0,119,17,339,410,25,220,38,0,0,91,477,0,162,212,0,45,175,61,2223,129,19,1462,26,537,56,206,295,15,8,23,439,108,189,506,28,556,170,286,41,189,15,194,286,0,24,0,468
Eubacterium_rectale_ATCC_33656, rectale ATCC 33656,_rectale_ATCC_33656_2,99,88,0,233,7,0,1612,657,0,0,0,14,0,76,0,14,53,36,0,0,29,646,247,0,103,325,56,26,617,0,275,0,0,436,212,145,19,5,70,0,117,0,0,0,187,73,0,0,75,1563,12,16,0,13,0,0,0,45,0,0,444,0,286,0,306,0,8,103,33,0,251,167,18,0,0,2090,340,17,1209,27,127,749,191,640,2801,1511,137,599,0,1636,0,518,1640,101,1005,1256,162,662,1154,0,54,24,96
Bilophila_wadsworthia_3_1_6,Bilophila wadsworthia 3_1_6,Bilophila_wadsworthia_316_0,319,0,666,37,0,0,470,464,6414,0,162,100,149,161,0,87,46,129,185,830,100,74,0,255,61,0,405,618,121,3,1065,622,247,0,121,0,512,237,0,1265,355,0,0,206,18,0,0,127,39,329,177,247,0,103,707,0,167,0,114,2126,19,21,11,152,40,51,361,402,154,166,16,227,9,8,631,0,207,0,151,129,0,214,463,47,85,377,143,21,0,450,134,812,1261,79,320,7,334,13,147,0,4,9,170
Clostridium_perfringens_ATCC_13124,Clostridium perfringens ATCC 13124,Clostridium_perfringens_ATCC_13124_1,26,0,0,1193,0,0,0,0,0,0,0,0,0,0,38,0,0,364,0,0,537,587,54,0,0,0,271,0,0,0,0,0,0,456,1748,26,5,0,124,0,0,0,0,0,297,92,0,124,381,0,63,181,0,0,0,0,0,18,0,0,2179,0,288,0,38,54,0,58,107,0,1089,63,0,0,0,3336,1052,41,0,3991,34,221,67,1979,700,162,343,63,0,652,72,0,292,1808,24,1405,144,0,74,0,804,0,0
Bacteroides_plebeius_M12_DSM_17135,Phocaeicola plebeius,Phocaeicola_plebeius_0,0,0,0,15821,0,306,0,0,0,0,0,562,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4968,0,456,0,0,1528,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,1035,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
Dialister_invisus_DSM_15470,Dialister invisus DSM 15470,Dialister_invisus_DSM_15470_0,455,0,0,0,0,655,0,0,0,703,0,1851,2093,0,0,0,0,0,0,679,0,0,0,0,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,17,0,0,0,0,0,1821,0,0,0,0,0,843,0,0,0,0,0,0,0,258,0,0,0,0,0,0,800,0,0,0,0,764,0,0,0,0,3561,0,382,0,0,0,0,0,0,3129,0,0,0,1400,2307,0,0,0,2919,0,0,0,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_9,105,84,0,83,120,107,648,0,0,0,0,261,528,113,180,78,164,925,162,79,0,0,313,107,519,69,0,0,367,0,0,200,268,97,164,781,243,591,81,0,136,0,0,158,0,196,51,194,0,501,115,109,470,0,2120,0,328,0,85,0,317,198,288,87,46,96,0,0,238,268,0,170,727,279,0,166,0,255,28,957,227,0,372,61,138,151,948,191,318,82,790,259,237,118,42,1253,208,252,1141,1760,112,533,1313
Ruminococcus_gnavus_ATCC_29149, gnavus ATCC 29149,_gnavus_ATCC_29149_1,0,0,172,19,20,0,0,0,0,36,849,0,23,0,312,0,0,38,0,328,67,0,0,564,99,35,0,0,0,8940,0,113,0,0,0,199,230,63,25,324,229,167,839,0,0,19,1374,195,991,92,82,0,196,50,862,173,259,0,175,267,0,141,0,176,48,0,0,78,0,0,0,0,191,0,219,0,0,0,0,0,86,0,0,0,0,0,95,0,0,0,0,0,1435,0,0,0,0,144,0,1325,666,2821,46
Bacteroides_ovatus_ATCC_8483,Bacteroides ovatus ATCC 8483,Bacteroides_ovatus_ATCC_8483_0,48,0,931,0,0,139,1273,149,0,233,4691,0,1329,207,185,116,0,0,0,0,91,138,0,1047,0,0,429,80,0,0,0,55,0,0,0,167,0,1324,100,81,0,0,2209,0,0,0,0,73,0,69,2806,0,729,754,0,34,187,0,690,36,0,445,0,42,22,0,0,0,149,50,0,0,0,0,418,44,0,0,0,0,0,370,58,0,0,213,0,0,64,0,44,0,0,399,154,0,37,62,935,61,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_2,230,116,684,137,578,120,991,302,0,0,0,263,794,69,920,319,209,683,114,0,244,0,605,237,249,0,161,274,91,0,527,0,383,100,255,299,188,714,338,62,70,275,0,15,0,63,101,0,59,0,229,242,0,0,352,0,0,26,168,182,26,249,44,551,48,132,17,0,105,175,54,110,493,407,789,512,366,1347,95,28,0,520,243,29,47,99,550,457,592,254,32,405,0,0,150,99,67,447,0,258,79,251,657
Coprococcus_eutactus_ATCC_27759,Coprococcus eutactus ATCC 27759,Coprococcus_eutactus_ATCC_27759_0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,572,0,0,515,310,1015,0,0,0,0,0,891,0,0,0,1417,157,4644,0,0,0,0,0,0,0,0,0,0,238,0,678,42,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,707,1203,0,0,0,0,435,958,60,0,0,1130,304,14,0,74,0,0,1682,0,786,1625,1545,133,0,0,0,0,0,0,0,39,0,0,2353,0,0,0,0
Acidaminococcus_fermentans_DSM_20731,Acidaminococcus fermentans DSM 20731,Acidaminococcus_fermentans_DSM_20731_2,0,0,0,0,2770,0,0,0,0,0,37,0,173,0,462,0,0,0,40,0,0,0,10,6526,0,0,0,0,0,0,0,3022,0,0,0,0,0,0,0,0,0,0,0,590,62,875,356,71,0,718,0,0,436,0,0,0,0,0,1096,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,131,40,0,5330,0,0,0,0,0,0,0,0,0,0,0,15,0,0
Bacteroides_xylanisolvens_XB1A,Bacteroides xylanisolvens XB1A,Bacteroides_xylanisolvens_XB1A_1,128,221,411,0,0,113,1080,508,0,0,0,0,1804,3426,0,1234,0,1063,0,0,47,157,0,0,0,0,207,844,0,830,0,430,0,51,2392,72,2319,390,159,0,0,0,0,0,0,0,321,0,0,0,0,182,191,0,0,0,67,0,566,0,0,0,117,0,0,0,83,0,51,0,0,45,27,0,0,0,21,78,57,0,0,217,0,37,0,69,0,63,236,438,0,192,0,0,367,0,0,0,1588,0,0,0,39
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_4,569,0,986,0,0,247,0,99,0,0,0,0,0,37,1129,252,403,0,0,0,0,0,0,0,747,170,236,0,573,0,399,0,273,165,324,0,0,1329,178,0,0,0,0,125,287,429,174,69,0,0,0,859,98,0,0,0,166,0,0,0,21,0,50,0,211,0,156,0,0,0,154,209,0,268,0,604,0,0,55,198,575,326,1173,64,485,0,504,12,1587,260,1794,0,21,391,1230,239,307,1039,0,0,113,0,14
Eubacterium_ramulus_ATCC_29099,Eubacterium ramulus ATCC 29099,Eubacterium_ramulus_ATCC_29099_0,171,174,0,0,202,0,772,368,0,0,0,0,270,0,531,58,184,15,0,0,56,0,0,10,212,0,0,0,372,0,389,607,273,134,0,339,496,802,183,0,849,0,0,81,74,84,117,0,0,50,347,280,234,78,1309,0,436,71,0,0,49,257,0,0,11,67,435,111,0,0,51,125,295,0,0,387,85,689,305,264,835,517,344,21,0,816,0,300,79,0,224,597,768,190,0,502,199,340,336,1260,0,1130,148
